Date,Time,PM 1.0,PM 2.5,PM 10.0,MQ131 PPM,Temperature,Humidity
20/11/2024,00:30:54,,,0.00,0.00,29.1,79.1%
20/11/2024,00:31:12,,,0.00,0.00,29.1,79.2%
20/11/2024,00:31:29,,,0.00,0.00,29.1,79.2%
20/11/2024,00:31:47,,,0.00,0.00,29.2,79.5%
20/11/2024,00:32:05,,,0.00,0.00,29.3,79.0%
20/11/2024,00:32:23,,,0.00,0.00,29.3,78.7%
20/11/2024,00:32:41,,,0.00,0.00,29.4,78.2%
20/11/2024,00:32:59,,,0.00,0.00,29.5,77.9%
20/11/2024,00:33:16,,,0.00,0.00,29.6,77.7%
20/11/2024,00:33:34,,,0.00,0.00,29.7,77.6%
20/11/2024,01:36:15,,,0.00,0.00,29.1,79.5%
20/11/2024,01:41:24,25,27,2961.91,750.46,29.4,79.1%
20/11/2024,01:41:39,23,24,3006.76,760.46,29.4,77.8%
20/11/2024,01:41:53,25,29,2975.51,757.24,29.4,78.4%
20/11/2024,01:42:08,23,26,2947.83,754.03,29.4,78.5%
20/11/2024,01:42:23,23,24,2914.68,752.25,29.4,78.7%
20/11/2024,01:42:38,23,25,2876.58,755.10,29.4,78.6%
20/11/2024,01:42:53,23,26,2834.58,748.69,29.4,78.7%
20/11/2024,01:43:08,23,26,2796.66,740.16,29.5,78.1%
20/11/2024,01:43:23,24,26,2761.82,737.69,29.5,77.7%
20/11/2024,01:43:37,24,26,2726.56,736.98,29.6,77.5%
20/11/2024,01:43:52,25,28,2697.82,735.56,29.6,77.5%
20/11/2024,01:44:07,20,25,2664.67,733.80,29.7,77.3%
20/11/2024,01:44:22,22,26,2634.07,731.68,29.7,77.2%
20/11/2024,01:44:37,22,24,2611.40,735.56,29.8,77.0%
20/11/2024,01:44:52,20,22,2582.37,731.68,29.8,76.9%
20/11/2024,01:45:07,19,21,2549.47,734.15,29.9,76.5%
20/11/2024,01:45:21,20,20,2527.90,734.86,29.9,76.3%
20/11/2024,01:45:36,22,23,2504.90,741.94,30.0,76.3%
20/11/2024,02:01:32,28,34,2291.83,767.67,29.6,81.2%
20/11/2024,02:01:44,14,14,3010.09,1169.34,29.7,79.8%
20/11/2024,02:01:57,17,18,3411.65,1069.76,29.7,78.4%
20/11/2024,02:02:09,18,19,3515.57,1037.32,29.7,77.9%
20/11/2024,02:02:21,20,20,3582.54,1130.28,29.6,77.9%
20/11/2024,02:02:33,26,26,3549.38,1184.46,29.7,80.9%
20/11/2024,02:02:45,26,26,3582.54,1122.06,29.8,85.0%
20/11/2024,02:02:57,24,25,3515.57,1086.32,29.8,80.7%
20/11/2024,02:03:09,23,24,3467.06,1063.24,29.8,78.7%
20/11/2024,02:03:21,23,25,3426.37,1052.54,29.9,77.5%
20/11/2024,02:03:33,22,24,3387.85,1044.54,29.8,77.1%
20/11/2024,02:03:45,22,25,3346.62,1050.25,29.8,76.9%
20/11/2024,02:03:58,22,22,3319.41,1049.49,29.8,77.2%
20/11/2024,02:18:51,18,18,2269.95,770.04,28.8,77.2%
20/11/2024,02:19:03,27,27,3118.50,1282.17,28.9,77.1%
20/11/2024,02:19:15,23,23,3336.93,1169.80,28.9,77.3%
20/11/2024,02:19:27,20,21,3390.29,1128.54,28.9,76.5%
20/11/2024,02:19:39,20,21,3387.68,1111.98,28.8,76.0%
20/11/2024,02:19:51,19,20,3361.64,1112.34,28.8,75.7%
20/11/2024,02:33:53,23,23,2500.90,997.60,29.0,77.4%
20/11/2024,02:34:03,23,25,2659.65,874.78,29.0,77.7%
20/11/2024,02:34:13,22,25,2958.37,959.02,29.0,77.5%
20/11/2024,02:34:23,22,25,2803.42,842.08,29.0,77.6%
20/11/2024,02:34:33,21,23,2983.46,933.90,29.0,77.4%
20/11/2024,02:34:43,20,22,2968.30,930.89,29.0,77.4%
20/11/2024,02:34:53,19,21,2769.81,832.34,29.1,77.3%
20/11/2024,02:35:03,18,22,2933.31,926.23,29.1,77.1%
20/11/2024,02:35:13,18,22,2726.48,830.50,29.1,77.0%
20/11/2024,02:35:23,18,21,2715.67,828.93,29.1,77.1%
20/11/2024,02:35:33,20,21,2875.52,927.60,29.1,77.1%
20/11/2024,02:35:43,21,23,2680.18,830.77,29.1,77.2%
20/11/2024,02:42:19,13,23,2642.64,876.38,29.2,77.4%
20/11/2024,02:42:33,16,20,3044.29,957.32,29.2,77.4%
20/11/2024,02:42:47,18,21,2868.42,851.27,29.2,77.5%
20/11/2024,02:43:01,19,22,3059.22,941.20,29.2,77.7%
20/11/2024,02:43:15,18,21,2859.33,921.82,29.2,77.5%
20/11/2024,02:43:30,20,21,2835.49,835.05,29.2,77.3%
20/11/2024,02:43:44,20,21,3005.88,929.38,29.3,77.1%
20/11/2024,02:43:58,19,20,2802.06,835.59,29.3,77.4%
20/11/2024,02:44:12,20,21,2969.85,925.46,29.4,77.3%
20/11/2024,02:44:26,21,22,2940.15,916.23,29.4,77.3%
20/11/2024,02:44:40,19,21,2733.15,828.60,29.5,77.1%
20/11/2024,02:44:54,20,21,2909.94,921.26,29.5,77.2%
20/11/2024,02:45:09,19,22,2892.86,918.46,29.6,77.2%
20/11/2024,02:45:23,21,23,2700.49,818.68,29.6,77.0%
20/11/2024,02:45:37,18,21,2871.83,907.31,29.7,76.3%
20/11/2024,02:45:51,20,22,2666.76,814.67,29.7,75.9%
20/11/2024,02:46:05,19,19,2830.96,904.26,29.7,76.0%
20/11/2024,02:46:19,19,19,2829.25,906.76,29.7,75.8%
20/11/2024,02:46:33,19,20,2631.43,812.01,29.8,75.9%
20/11/2024,02:46:48,18,19,2806.59,906.76,29.8,75.6%
20/11/2024,02:47:24,21,21,2239.91,776.36,29.8,75.8%
20/11/2024,02:47:38,19,20,2084.47,693.16,29.8,75.9%
20/11/2024,02:47:52,20,20,2226.28,767.87,29.9,75.7%
20/11/2024,02:48:06,18,18,2070.11,689.09,29.9,75.4%
20/11/2024,02:48:20,20,21,2066.97,688.19,29.9,75.3%
20/11/2024,02:48:35,20,23,2214.94,771.87,29.9,75.2%
20/11/2024,02:48:49,21,22,2210.86,766.23,29.9,75.5%
20/11/2024,02:49:03,20,21,2060.24,686.39,29.9,75.3%
